,RG,Sample,Chromosome,Start,End,Length.bp.,NumberofMarkers,Quality,Cummulative,Bold
75692,RG,SRR8049194_Syria,chr15,33876054,34147095,271042,1235,95.8,90031261,yes
78011,RG,SRR8049194_Syria,chr7,67917695,68189153,271459,1564,87.9,90302720,yes
76798,RG,SRR8049194_Syria,chr26,21562847,21835764,272918,1011,91.3,90575638,yes
76422,RG,SRR8049194_Syria,chr21,27205189,27478977,273789,2760,97.7,90849427,yes
75603,RG,SRR8049194_Syria,chr14,3953907,4228085,274179,862,93.4,91123606,yes
76619,RG,SRR8049194_Syria,chr24,3596868,3872376,275509,1124,77.5,91399115,yes
75538,RG,SRR8049194_Syria,chr12,40262306,40538387,276082,1090,96.8,91675197,yes
77681,RG,SRR8049194_Syria,chr3,30369142,30645267,276126,1713,97.1,91951323,yes
77321,RG,SRR8049194_Syria,chr32,21160935,21437865,276931,1378,93.5,92228254,yes
76201,RG,SRR8049194_Syria,chr1,53642409,53919693,277285,1974,94,92505539,yes
77352,RG,SRR8049194_Syria,chr32,33805087,34082694,277608,2096,96.2,92783147,yes
77105,RG,SRR8049194_Syria,chr2,57488608,57767134,278527,1780,95.4,93061674,yes
77671,RG,SRR8049194_Syria,chr3,23465634,23744346,278713,1503,96.8,93340387,yes
76243,RG,SRR8049194_Syria,chr1,75237115,75515947,278833,1358,96.2,93619220,yes
76920,RG,SRR8049194_Syria,chr28,17613151,17892936,279786,1820,97.3,93899006,yes
76299,RG,SRR8049194_Syria,chr1,107127041,107406957,279917,1170,95.7,94178923,yes
77541,RG,SRR8049194_Syria,chr36,8387389,8668016,280628,1911,96.7,94459551,yes
75294,RG,SRR8049194_Syria,chr10,5479874,5761229,281356,745,84,94740907,yes
75889,RG,SRR8049194_Syria,chr17,49231811,49514425,282615,1108,94.3,95023522,yes
76275,RG,SRR8049194_Syria,chr1,92568499,92853957,285459,733,89.7,95308981,yes
75293,RG,SRR8049194_Syria,chr10,4996590,5282223,285634,1474,95.6,95594615,yes
77758,RG,SRR8049194_Syria,chr3,75126714,75414233,287520,1944,97.7,95882135,yes
75556,RG,SRR8049194_Syria,chr12,52016331,52304107,287777,1810,97.3,96169912,yes
75312,RG,SRR8049194_Syria,chr10,12706695,12995221,288527,1671,96.6,96458439,yes
75323,RG,SRR8049194_Syria,chr10,16117942,16407599,289658,2081,92,96748097,yes
75487,RG,SRR8049194_Syria,chr12,3804326,4094024,289699,1164,96.8,97037796,yes
75694,RG,SRR8049194_Syria,chr15,35148488,35439372,290885,1435,93.4,97328681,yes
76360,RG,SRR8049194_Syria,chr20,20744584,21035706,291123,1461,96.1,97619804,yes
77435,RG,SRR8049194_Syria,chr33,29961795,30254678,292884,1482,96.1,97912688,yes
76896,RG,SRR8049194_Syria,chr28,1511669,1804698,293030,827,94.1,98205718,yes
75607,RG,SRR8049194_Syria,chr14,6738071,7032848,294778,1111,93.2,98500496,yes
78033,RG,SRR8049194_Syria,chr7,78251341,78547279,295939,1617,95.2,98796435,yes
76601,RG,SRR8049194_Syria,chr23,33787229,34083392,296164,1840,97.6,99092599,yes
76290,RG,SRR8049194_Syria,chr1,100920057,101216692,296636,898,90.9,99389235,yes
77724,RG,SRR8049194_Syria,chr3,54207675,54505211,297537,1143,94.9,99686772,yes
76914,RG,SRR8049194_Syria,chr28,13987287,14285004,297718,779,94.5,99984490,yes
76552,RG,SRR8049194_Syria,chr23,5422039,5722603,300565,1856,95.5,100285055,yes
77874,RG,SRR8049194_Syria,chr6,479635,781164,301530,671,93.8,100586585,yes
76296,RG,SRR8049194_Syria,chr1,103795315,104099108,303794,1693,95.8,100890379,yes
77070,RG,SRR8049194_Syria,chr2,40842762,41148822,306061,1719,96.8,101196440,yes
75410,RG,SRR8049194_Syria,chr11,6582276,6889015,306740,1848,89.2,101503180,yes
77987,RG,SRR8049194_Syria,chr7,59361692,59669393,307702,2195,97.4,101810882,yes
75560,RG,SRR8049194_Syria,chr12,53547930,53858836,310907,1939,96.7,102121789,yes
78046,RG,SRR8049194_Syria,chr8,7325223,7638002,312780,1439,95.3,102434569,yes
77804,RG,SRR8049194_Syria,chr4,14999878,15312717,312840,1274,93.3,102747409,yes
76518,RG,SRR8049194_Syria,chr22,50112970,50428466,315497,1016,85.5,103062906,yes
76302,RG,SRR8049194_Syria,chr1,107773599,108090401,316803,1224,90.2,103379709,yes
76238,RG,SRR8049194_Syria,chr1,74083635,74402125,318491,1676,97.3,103698200,yes
76701,RG,SRR8049194_Syria,chr25,5218538,5537988,319451,958,93.2,104017651,yes
77855,RG,SRR8049194_Syria,chr5,79638053,79958404,320352,1310,94.6,104338003,yes
76009,RG,SRR8049194_Syria,chr18,50008428,50330217,321790,1018,88.5,104659793,yes
76457,RG,SRR8049194_Syria,chr22,16586641,16913009,326369,1763,93,104986162,yes
77309,RG,SRR8049194_Syria,chr32,17282959,17611963,329005,1583,97.1,105315167,yes
75534,RG,SRR8049194_Syria,chr12,37576806,37906266,329461,1188,90.2,105644628,yes
76906,RG,SRR8049194_Syria,chr28,7083940,7415071,331132,1691,95,105975760,yes
75450,RG,SRR8049194_Syria,chr11,51585875,51917274,331400,1203,96.3,106307160,yes
75314,RG,SRR8049194_Syria,chr10,13625249,13961182,335934,1839,96.9,106643094,yes
76936,RG,SRR8049194_Syria,chr28,24502791,24840370,337580,1981,97.3,106980674,yes
75441,RG,SRR8049194_Syria,chr11,47245914,47585294,339381,2050,97,107320055,yes
77608,RG,SRR8049194_Syria,chr38,7844996,8184686,339691,2762,96.3,107659746,yes
76841,RG,SRR8049194_Syria,chr27,7429140,7769654,340515,2676,97.2,108000261,yes
77712,RG,SRR8049194_Syria,chr3,48991656,49333431,341776,1093,91.4,108342037,yes
76656,RG,SRR8049194_Syria,chr24,21723372,22065697,342326,1441,96,108684363,yes
77175,RG,SRR8049194_Syria,chr30,10017500,10361093,343594,1442,96.6,109027957,yes
76035,RG,SRR8049194_Syria,chr19,11662061,12008027,345967,1523,96.3,109373924,yes
77841,RG,SRR8049194_Syria,chr5,63569758,63917256,347499,1427,96.8,109721423,yes
77648,RG,SRR8049194_Syria,chr3,1372394,1721013,348620,1119,96.6,110070043,yes
75332,RG,SRR8049194_Syria,chr10,20265020,20623242,358223,1693,94.9,110428266,yes
76699,RG,SRR8049194_Syria,chr25,2960049,3319489,359441,1404,94.6,110787707,yes
75776,RG,SRR8049194_Syria,chr16,18301225,18661170,359946,1686,97.2,111147653,yes
76447,RG,SRR8049194_Syria,chr22,5295594,5655585,359992,857,90.7,111507645,yes
75447,RG,SRR8049194_Syria,chr11,50516692,50877457,360766,1274,95.7,111868411,yes
75523,RG,SRR8049194_Syria,chr12,27905657,28269725,364069,2317,96.9,112232480,yes
77367,RG,SRR8049194_Syria,chr33,2487469,2853466,365998,2185,96.9,112598478,yes
77946,RG,SRR8049194_Syria,chr7,20478483,20845877,367395,1823,94.7,112965873,yes
76041,RG,SRR8049194_Syria,chr19,19781916,20150553,368638,4541,98.3,113334511,yes
78005,RG,SRR8049194_Syria,chr7,65143220,65512788,369569,2070,94.4,113704080,yes
76733,RG,SRR8049194_Syria,chr25,29598586,29968550,369965,2513,97.5,114074045,yes
77997,RG,SRR8049194_Syria,chr7,61635337,62006154,370818,2600,97.9,114444863,yes
76249,RG,SRR8049194_Syria,chr1,78688704,79061329,372626,2297,97.4,114817489,yes
77086,RG,SRR8049194_Syria,chr2,48269130,48646889,377760,1375,96.3,115195249,yes
77150,RG,SRR8049194_Syria,chr2,77786864,78164740,377877,1284,97,115573126,yes
76776,RG,SRR8049194_Syria,chr26,7090598,7472562,381965,1565,97.2,115955091,yes
78037,RG,SRR8049194_Syria,chr7,80580208,80964030,383823,2745,98.4,116338914,yes
76443,RG,SRR8049194_Syria,chr22,677079,1070836,393758,979,93.3,116732672,yes
76017,RG,SRR8049194_Syria,chr19,2714900,3109238,394339,1229,93.6,117127011,yes
75384,RG,SRR8049194_Syria,chr10,53588921,53985563,396643,3210,98,117523654,yes
75313,RG,SRR8049194_Syria,chr10,13097377,13494745,397369,2171,92.9,117921023,yes
76385,RG,SRR8049194_Syria,chr20,34002159,34400771,398613,1365,96.4,118319636,yes
76546,RG,SRR8049194_Syria,chr22,61003376,61405244,401869,3215,98.1,118721505,yes
77138,RG,SRR8049194_Syria,chr2,72237821,72642024,404204,1931,97.6,119125709,yes
75923,RG,SRR8049194_Syria,chr18,6186307,6592318,406012,1828,91.2,119531721,yes
76212,RG,SRR8049194_Syria,chr1,60525742,60935181,409440,1481,97.6,119941161,yes
76322,RG,SRR8049194_Syria,chr1,116868565,117281913,413349,2112,96.9,120354510,yes
77787,RG,SRR8049194_Syria,chr3,84562232,84978682,416451,3748,97.8,120770961,yes
76990,RG,SRR8049194_Syria,chr29,32675660,33092443,416784,2143,97.4,121187745,yes
76703,RG,SRR8049194_Syria,chr25,7799004,8217521,418518,1686,97.3,121606263,yes
75546,RG,SRR8049194_Syria,chr12,44286042,44707225,421184,2570,97.7,122027447,yes
77059,RG,SRR8049194_Syria,chr2,34249529,34671517,421989,2325,97.9,122449436,yes
77982,RG,SRR8049194_Syria,chr7,57607353,58030854,423502,2552,98,122872938,yes
76893,RG,SRR8049194_Syria,chr27,43857306,44283159,425854,958,91,123298792,yes
76825,RG,SRR8049194_Syria,chr26,37729709,38156683,426975,4191,98.2,123725767,yes
75608,RG,SRR8049194_Syria,chr14,7069722,7509771,440050,1856,97.4,124165817,yes
75518,RG,SRR8049194_Syria,chr12,23189372,23633563,444192,2284,96.9,124610009,yes
75288,RG,SRR8049194_Syria,chr10,217570,665963,448394,1246,80.2,125058403,yes
77297,RG,SRR8049194_Syria,chr32,13652769,14107030,454262,3203,96.7,125512665,yes
75862,RG,SRR8049194_Syria,chr17,384563,841835,457273,2573,97.6,125969938,yes
77840,RG,SRR8049194_Syria,chr5,63096762,63555726,458965,2307,97.2,126428903,yes
77555,RG,SRR8049194_Syria,chr36,14771810,15235797,463988,1746,96,126892891,yes
75930,RG,SRR8049194_Syria,chr18,10236836,10701393,464558,2267,96.6,127357449,yes
75292,RG,SRR8049194_Syria,chr10,4371994,4847792,475799,2193,97.9,127833248,yes
76105,RG,SRR8049194_Syria,chr1,238439,723880,485442,1436,95.6,128318690,yes
75866,RG,SRR8049194_Syria,chr17,4642786,5128514,485729,2160,97.1,128804419,yes
78127,RG,SRR8049194_Syria,chr8,59605417,60091598,486182,2925,97.7,129290601,yes
76446,RG,SRR8049194_Syria,chr22,4541609,5029617,488009,2205,93.2,129778610,yes
76292,RG,SRR8049194_Syria,chr1,102257040,102748595,491556,2547,97,130270166,yes
75929,RG,SRR8049194_Syria,chr18,9150629,9643761,493133,2090,96.4,130763299,yes
75707,RG,SRR8049194_Syria,chr15,39593945,40093338,499394,2735,97.6,131262693,yes
77460,RG,SRR8049194_Syria,chr34,14068633,14568165,499533,1819,98.4,131762226,yes
76293,RG,SRR8049194_Syria,chr1,102750600,103253522,502923,2793,97.9,132265149,yes
75683,RG,SRR8049194_Syria,chr15,29054298,29559368,505071,2489,97.6,132770220,yes
77964,RG,SRR8049194_Syria,chr7,28577034,29085537,508504,2662,96.7,133278724,yes
77857,RG,SRR8049194_Syria,chr5,80317324,80833270,515947,1649,97.2,133794671,yes
75578,RG,SRR8049194_Syria,chr12,62409981,62934054,524074,4132,98.2,134318745,yes
76631,RG,SRR8049194_Syria,chr24,8467485,8991678,524194,2292,83.6,134842939,yes
76720,RG,SRR8049194_Syria,chr25,19465734,19995195,529462,2222,97.6,135372401,yes
76056,RG,SRR8049194_Syria,chr19,25364438,25896480,532043,4212,98,135904444,yes
76215,RG,SRR8049194_Syria,chr1,65016989,65555900,538912,2136,97,136443356,yes
75642,RG,SRR8049194_Syria,chr14,29300860,29850132,549273,3724,97.9,136992629,yes
75898,RG,SRR8049194_Syria,chr17,53340471,53891087,550617,4284,97.4,137543246,yes
77792,RG,SRR8049194_Syria,chr4,2360875,2912696,551822,1653,96,138095068,yes
77690,RG,SRR8049194_Syria,chr3,33827302,34379634,552333,3224,96.9,138647401,yes
76426,RG,SRR8049194_Syria,chr21,28558799,29115857,557059,5794,98,139204460,yes
77009,RG,SRR8049194_Syria,chr2,465261,1024587,559327,1370,96.5,139763787,yes
75299,RG,SRR8049194_Syria,chr10,7868819,8460897,592079,2311,97.9,140355866,yes
75605,RG,SRR8049194_Syria,chr14,5617657,6210593,592937,2577,94.1,140948803,yes
75289,RG,SRR8049194_Syria,chr10,1779867,2379760,599894,2101,85.2,141548697,yes
78157,RG,SRR8049194_Syria,chr9,7940874,8562396,621523,4178,98.5,142170220,yes
76114,RG,SRR8049194_Syria,chr1,6810459,7436058,625600,4117,95.9,142795820,yes
77802,RG,SRR8049194_Syria,chr4,14061831,14697562,635732,3685,97.6,143431552,yes
76423,RG,SRR8049194_Syria,chr21,27486724,28124809,638086,6932,98.5,144069638,yes
76467,RG,SRR8049194_Syria,chr22,28451276,29091381,640106,3247,98.1,144709744,yes
75402,RG,SRR8049194_Syria,chr11,771683,1417395,645713,2116,96.4,145355457,yes
76905,RG,SRR8049194_Syria,chr28,6418125,7064129,646005,2066,96.1,146001462,yes
75403,RG,SRR8049194_Syria,chr11,1902707,2556015,653309,1109,93.8,146654771,yes
76230,RG,SRR8049194_Syria,chr1,71249260,71914753,665494,2336,95.4,147320265,yes
77359,RG,SRR8049194_Syria,chr32,37792882,38459133,666252,3538,98,147986517,yes
75760,RG,SRR8049194_Syria,chr16,4185682,4856161,670480,3120,97.9,148656997,yes
76016,RG,SRR8049194_Syria,chr19,1787439,2462131,674693,2572,94.8,149331690,yes
76600,RG,SRR8049194_Syria,chr23,32727061,33411626,684566,2025,94.7,150016256,yes
76108,RG,SRR8049194_Syria,chr1,2418040,3108759,690720,2917,97.7,150706976,yes
76595,RG,SRR8049194_Syria,chr23,29646444,30347385,700942,3469,98.1,151407918,yes
78036,RG,SRR8049194_Syria,chr7,79873506,80576495,702990,5393,97.2,152110908,yes
78002,RG,SRR8049194_Syria,chr7,63906754,64613729,706976,3699,98.2,152817884,yes
77010,RG,SRR8049194_Syria,chr2,2237026,2946153,709128,3005,97.6,153527012,yes
76131,RG,SRR8049194_Syria,chr1,17035545,17758393,722849,5203,98.5,154249861,yes
75835,RG,SRR8049194_Syria,chr16,49105908,49836046,730139,5059,98.3,154980000,yes
77590,RG,SRR8049194_Syria,chr37,30167257,30902953,735697,5532,98.7,155715697,yes
77711,RG,SRR8049194_Syria,chr3,48169999,48911213,741215,5387,98.5,156456912,yes
76445,RG,SRR8049194_Syria,chr22,3432091,4175123,743033,1995,96.4,157199945,yes
75966,RG,SRR8049194_Syria,chr18,28776100,29566880,790781,5488,98.3,157990726,yes
75380,RG,SRR8049194_Syria,chr10,51129260,51937208,807949,6441,98.2,158798675,yes
76726,RG,SRR8049194_Syria,chr25,24481187,25289874,808688,4862,98.5,159607363,yes
76115,RG,SRR8049194_Syria,chr1,7723353,8535474,812122,5092,97.7,160419485,yes
75619,RG,SRR8049194_Syria,chr14,16058004,16927440,869437,4231,97.2,161288922,yes
76099,RG,SRR8049194_Syria,chr19,50286648,51180127,893480,8115,98.6,162182402,yes
75530,RG,SRR8049194_Syria,chr12,34707977,35682019,974043,3785,98.3,163156445,yes
77932,RG,SRR8049194_Syria,chr7,13679207,14656862,977656,4512,97.1,164134101,yes
76548,RG,SRR8049194_Syria,chr23,2262273,3247665,985393,3619,95.5,165119494,yes
77649,RG,SRR8049194_Syria,chr3,2617861,3621541,1003681,3039,96.1,166123175,yes
75432,RG,SRR8049194_Syria,chr11,36494302,37503707,1009406,3038,97.3,167132581,yes
75759,RG,SRR8049194_Syria,chr16,3146375,4184103,1037729,4638,97.5,168170310,yes
77166,RG,SRR8049194_Syria,chr2,82582026,83703242,1121217,11458,98.7,169291527,yes
77641,RG,SRR8049194_Syria,chr38,21253829,22412517,1158689,9296,98.7,170450216,yes
76164,RG,SRR8049194_Syria,chr1,33653023,34884187,1231165,6600,98.2,171681381,yes
77795,RG,SRR8049194_Syria,chr4,7791718,9032186,1240469,7189,98.6,172921850,yes
78158,RG,SRR8049194_Syria,chr9,8981134,10270272,1289139,3812,97.7,174210989,yes
75680,RG,SRR8049194_Syria,chr15,17384166,18709792,1325627,7367,98.6,175536616,yes
76321,RG,SRR8049194_Syria,chr1,115049623,116439757,1390135,6250,98.4,176926751,yes
78119,RG,SRR8049194_Syria,chr8,55459054,56853408,1394355,11267,98.1,178321106,yes
75505,RG,SRR8049194_Syria,chr12,16093004,17510641,1417638,10619,98.7,179738744,yes
76394,RG,SRR8049194_Syria,chr20,43162362,44675022,1512661,5876,98.6,181251405,yes
75389,RG,SRR8049194_Syria,chr10,57750761,59282402,1531642,6758,98.6,182783047,yes
75673,RG,SRR8049194_Syria,chr14,56849699,58439998,1590300,13802,98.7,184373347,yes
77172,RG,SRR8049194_Syria,chr30,4752894,6388749,1635856,6293,98.5,186009203,yes
77832,RG,SRR8049194_Syria,chr5,56099861,58019675,1919815,7461,98.3,187929018,yes
76444,RG,SRR8049194_Syria,chr22,1275984,3207926,1931943,4681,94.4,189860961,yes
77692,RG,SRR8049194_Syria,chr3,34640829,36600805,1959977,10215,97.5,191820938,yes
77496,RG,SRR8049194_Syria,chr34,29739164,31780673,2041510,16178,98.8,193862448,yes
77881,RG,SRR8049194_Syria,chr6,40591536,42724138,2132603,7615,98.6,195995051,yes
77218,RG,SRR8049194_Syria,chr30,37833290,39996824,2163535,17198,98.8,198158586,yes
76428,RG,SRR8049194_Syria,chr21,29250459,31461179,2210721,15703,98.7,200369307,yes
77877,RG,SRR8049194_Syria,chr6,9827550,12051871,2224322,10975,98.3,202593629,yes
76297,RG,SRR8049194_Syria,chr1,104572299,106826636,2254338,10872,98.1,204847967,yes
75674,RG,SRR8049194_Syria,chr14,58447263,60966462,2519200,24809,98.9,207367167,yes
76127,RG,SRR8049194_Syria,chr1,13803683,16400574,2596892,16276,98.8,209964059,yes
77820,RG,SRR8049194_Syria,chr4,32521437,35150075,2628639,16372,98.7,212592698,yes
75919,RG,SRR8049194_Syria,chr18,45243,2718798,2673556,15708,98.7,215266254,yes
76843,RG,SRR8049194_Syria,chr27,14156957,16936228,2779272,19658,98.8,218045526,yes
75870,RG,SRR8049194_Syria,chr17,25489866,28283669,2793804,17486,98.8,220839330,yes
77169,RG,SRR8049194_Syria,chr30,1006076,3801750,2795675,11443,98.7,223635005,yes
76844,RG,SRR8049194_Syria,chr27,16937214,19800854,2863641,16980,98.8,226498646,yes
75618,RG,SRR8049194_Syria,chr14,13000473,16056952,3056480,16192,98.8,229555126,yes
75681,RG,SRR8049194_Syria,chr15,18711374,21928294,3216921,15609,98.8,232772047,yes
77880,RG,SRR8049194_Syria,chr6,36829040,40443822,3614783,8706,98.6,236386830,yes
75871,RG,SRR8049194_Syria,chr17,28287804,31973245,3685442,19517,98.8,240072272,yes
77821,RG,SRR8049194_Syria,chr4,35173409,38884274,3710866,18106,97.8,243783138,yes
75869,RG,SRR8049194_Syria,chr17,21692522,25478949,3786428,20510,98.6,247569566,yes
77702,RG,SRR8049194_Syria,chr3,41759235,45658644,3899410,22406,98.7,251468976,yes
77831,RG,SRR8049194_Syria,chr5,51950188,56081850,4131663,24849,98.8,255600639,yes
77217,RG,SRR8049194_Syria,chr30,33632998,37812957,4179960,32184,98.9,259780599,yes
78159,RG,SRR8049194_Syria,chr9,10377798,14616269,4238472,16466,98.5,264019071,yes
77878,RG,SRR8049194_Syria,chr6,12079375,16698370,4618996,23537,98.9,268638067,yes
77979,RG,SRR8049194_Syria,chr7,36088827,40739222,4650396,23792,98.9,273288463,yes
77819,RG,SRR8049194_Syria,chr4,27801219,32515323,4714105,28302,98.9,278002568,yes
77500,RG,SRR8049194_Syria,chr35,2209777,7391264,5181488,34824,98.9,283184056,yes
77790,RG,SRR8049194_Syria,chr3,85856637,91861506,6004870,51882,98.9,289188926,yes
76842,RG,SRR8049194_Syria,chr27,7771232,14149224,6377993,42680,98.9,295566919,yes
75429,RG,SRR8049194_Syria,chr11,20663500,27356120,6692621,32456,98.6,302259540,yes
75682,RG,SRR8049194_Syria,chr15,21929469,29050200,7120732,42226,98.9,309380272,yes
78141,RG,SRR8049194_Syria,chr8,65736921,72871333,7134413,49104,98.9,316514685,yes
77588,RG,SRR8049194_Syria,chr37,4584867,11762653,7177787,39723,98.9,323692472,yes
78156,RG,SRR8049194_Syria,chr9,725,7510486,7509762,36415,99,331202234,yes
75430,RG,SRR8049194_Syria,chr11,27369114,35338468,7969355,46287,98.9,339171589,yes
75676,RG,SRR8049194_Syria,chr15,153113,8498318,8345206,26666,98.8,347516795,yes
75678,RG,SRR8049194_Syria,chr15,8567842,17125983,8558142,33062,98.7,356074937,yes
75872,RG,SRR8049194_Syria,chr17,31980581,40650941,8670361,52226,98.9,364745298,yes
77875,RG,SRR8049194_Syria,chr6,794900,9722471,8927572,34761,98.9,373672870,yes
77882,RG,SRR8049194_Syria,chr6,42725917,52587704,9861788,59045,98.9,383534658,yes
76341,RG,SRR8049194_Syria,chr20,17135,10074640,10057506,40096,98.9,393592164,yes
76602,RG,SRR8049194_Syria,chr23,34132476,44334043,10201568,62588,98.9,403793732,yes
76420,RG,SRR8049194_Syria,chr21,22701,10321077,10298377,47166,98.7,414092109,yes
77497,RG,SRR8049194_Syria,chr34,31782445,42097673,10315229,89170,99,424407338,yes
77926,RG,SRR8049194_Syria,chr7,293,12003563,12003271,50048,99,436410609,yes
77823,RG,SRR8049194_Syria,chr4,54411867,66603063,12191197,70443,98.9,448601806,yes
75868,RG,SRR8049194_Syria,chr17,7726544,21453980,13727437,79474,99,462329243,yes
76429,RG,SRR8049194_Syria,chr21,31484671,45286904,13802234,95800,98.6,476131477,yes
77822,RG,SRR8049194_Syria,chr4,38885182,54410019,15524838,89886,98.9,491656315,yes
77981,RG,SRR8049194_Syria,chr7,40937795,56885163,15947369,81081,99,507603684,yes
76421,RG,SRR8049194_Syria,chr21,10334408,27089118,16754711,96368,98.9,524358395,yes
77239,RG,SRR8049194_Syria,chr31,9806343,27737073,17930731,132476,99,542289126,yes
77589,RG,SRR8049194_Syria,chr37,11765250,30165218,18399969,125444,98.9,560689095,yes
77879,RG,SRR8049194_Syria,chr6,16714710,36827461,20112752,111095,99,580801847,yes
76971,RG,SRR8049194_Syria,chr29,364,20500918,20500555,121791,98.9,601302402,yes
77825,RG,SRR8049194_Syria,chr4,66890174,87454714,20564541,149685,99,621866943,yes
77830,RG,SRR8049194_Syria,chr5,30112505,51947768,21835264,106927,98.9,643702207,yes
77829,RG,SRR8049194_Syria,chr5,248715,30049851,29801137,179287,98.8,673503344,yes
,,SRR8049194_Syria,,,,70531499,,100,673503344,yes
79678,RG,SRR8380711_IsleRoyale,chr28,4147635,4247652,100018,722,94.9,100018,no
79765,RG,SRR8380711_IsleRoyale,chr29,9110401,9210629,100229,540,92.3,200247,no
78664,RG,SRR8380711_IsleRoyale,chr16,12307872,12408115,100244,509,90.2,300491,no
79399,RG,SRR8380711_IsleRoyale,chr24,11962995,12063280,100286,576,91.8,400777,no
79861,RG,SRR8380711_IsleRoyale,chr2,33246161,33346483,100323,972,96.2,501100,no
79603,RG,SRR8380711_IsleRoyale,chr27,4512677,4613193,100517,427,82.3,601617,no
79306,RG,SRR8380711_IsleRoyale,chr22,54385530,54486082,100553,945,94.2,702170,no
79069,RG,SRR8380711_IsleRoyale,chr1,97983829,98084548,100720,633,90.1,802890,no
79670,RG,SRR8380711_IsleRoyale,chr28,2008821,2109691,100871,483,90.4,903761,no
80392,RG,SRR8380711_IsleRoyale,chr3,9016910,9117960,101051,920,96.3,1004812,no
79093,RG,SRR8380711_IsleRoyale,chr1,113711469,113812602,101134,481,90.2,1105946,no
79772,RG,SRR8380711_IsleRoyale,chr29,11108068,11209706,101639,540,69.9,1207585,no
78330,RG,SRR8380711_IsleRoyale,chr11,33205145,33306795,101651,727,93.4,1309236,no
79530,RG,SRR8380711_IsleRoyale,chr26,8019497,8121170,101674,490,92.2,1410910,no
80659,RG,SRR8380711_IsleRoyale,chr6,49649875,49751870,101996,749,95.3,1512906,no
79591,RG,SRR8380711_IsleRoyale,chr26,37833866,37935877,102012,557,93.8,1614918,no
78966,RG,SRR8380711_IsleRoyale,chr19,45711723,45813926,102204,759,68.8,1717122,no
78248,RG,SRR8380711_IsleRoyale,chr10,10637291,10739747,102457,553,92,1819579,no
79699,RG,SRR8380711_IsleRoyale,chr28,20791114,20893580,102467,1048,95.8,1922046,no
79642,RG,SRR8380711_IsleRoyale,chr27,27615655,27718153,102499,545,69.1,2024545,no
80530,RG,SRR8380711_IsleRoyale,chr4,28208849,28311551,102703,899,94.9,2127248,no
80841,RG,SRR8380711_IsleRoyale,chr8,39560827,39663537,102711,846,95.3,2229959,no
79627,RG,SRR8380711_IsleRoyale,chr27,21711149,21814714,103566,699,73.7,2333525,no
80138,RG,SRR8380711_IsleRoyale,chr34,7096515,7200868,104354,864,93.8,2437879,no
80229,RG,SRR8380711_IsleRoyale,chr35,13235857,13340260,104404,849,91.5,2542283,no
80984,RG,SRR8380711_IsleRoyale,chr9,56314164,56418571,104408,616,94,2646691,no
78649,RG,SRR8380711_IsleRoyale,chr16,3743290,3847869,104580,550,91.9,2751271,no
78583,RG,SRR8380711_IsleRoyale,chr15,4718120,4822728,104609,351,62.3,2855880,no
79567,RG,SRR8380711_IsleRoyale,chr26,26673025,26777765,104741,1739,96.5,2960621,no
80643,RG,SRR8380711_IsleRoyale,chr6,33056190,33160978,104789,685,74.1,3065410,no
79963,RG,SRR8380711_IsleRoyale,chr30,32056607,32161646,105040,554,92.7,3170450,no
79956,RG,SRR8380711_IsleRoyale,chr30,28274886,28380048,105163,288,77.6,3275613,no
79386,RG,SRR8380711_IsleRoyale,chr24,4621601,4726771,105171,614,91.3,3380784,no
78695,RG,SRR8380711_IsleRoyale,chr16,30613389,30718609,105221,906,95.2,3486005,no
80385,RG,SRR8380711_IsleRoyale,chr3,4999738,5105311,105574,530,92.9,3591579,no
80854,RG,SRR8380711_IsleRoyale,chr8,46894055,46999990,105936,450,91.1,3697515,no
78256,RG,SRR8380711_IsleRoyale,chr10,16301488,16407599,106112,985,87.6,3803627,no
80127,RG,SRR8380711_IsleRoyale,chr34,2172352,2278567,106216,705,89.5,3909843,no
80503,RG,SRR8380711_IsleRoyale,chr4,10190307,10296682,106376,545,66.9,4016219,no
80675,RG,SRR8380711_IsleRoyale,chr6,54874693,54981493,106801,700,91.2,4123020,no
79876,RG,SRR8380711_IsleRoyale,chr2,52669044,52775924,106881,473,89,4229901,no
78853,RG,SRR8380711_IsleRoyale,chr18,34290341,34397454,107114,523,94.1,4337015,no
80521,RG,SRR8380711_IsleRoyale,chr4,17776813,17884144,107332,545,89.4,4444347,no
78996,RG,SRR8380711_IsleRoyale,chr1,23330418,23437791,107374,1057,93.3,4551721,no
78743,RG,SRR8380711_IsleRoyale,chr17,20145362,20252995,107634,617,88.3,4659355,no
80807,RG,SRR8380711_IsleRoyale,chr8,6779759,6887849,108091,762,93.6,4767446,no
80845,RG,SRR8380711_IsleRoyale,chr8,43369473,43477639,108167,518,86.1,4875613,no
79482,RG,SRR8380711_IsleRoyale,chr25,30823642,30931843,108202,1020,95.8,4983815,no
78302,RG,SRR8380711_IsleRoyale,chr11,10987376,11095583,108208,427,79.7,5092023,no
79631,RG,SRR8380711_IsleRoyale,chr27,24694256,24802852,108597,419,89.3,5200620,no
80616,RG,SRR8380711_IsleRoyale,chr6,15729648,15838252,108605,656,85,5309225,no
79923,RG,SRR8380711_IsleRoyale,chr30,6092699,6201413,108715,535,73.4,5417940,no
79879,RG,SRR8380711_IsleRoyale,chr2,54383675,54492435,108761,735,92.8,5526701,no
